,Date,USD (PM),Value,able_trade_gold,gold_growth_rate,bit_growth_rate,gip,bip,gir,bir,C,G,B,total property,gold_macd,bit_macd,gold_quantile,bit_quantile,gold_dif,bit_dif,gold_dea,bit_dea,gold_ma5,bit_ma5,gold_ma15,bit_ma15,gold_ma5_bias,gold_ma15_bias,bit_ma5_bias,bit_ma15_bias,gold_rsi_15,bit_rsi_5
11,2016-09-22,1339.1,597.42,1.0,0.9803182263781,-0.24378840502271,,,,,,,,,2.96583760050432,-3.1795565366483007,14.28571428571428,0.0,-0.4724250650463091,-4.904221041340747,-1.9553438652984687,-3.314442773016597,1320.44,605.3460000000001,,,1.413165308533508,,-1.309333835525494,,,24.30973477417
12,2016-09-23,1338.65,594.08,1.0,-0.03360465984615,-0.55907067055001,,,,,,,,,4.702216166542182,-3.766022054003948,0.0,0.0,0.9835412387903943,-5.668206556769064,-1.3675668444806963,-3.7851955297670905,1326.5,601.846,,,0.9159442140972552,,-1.2903633155325387,,,0.0
13,2016-09-24,1338.65,603.88,0.0,0.0,1.64960948020467,,,,,,,,,5.568982362749678,-2.616342158374352,5.55555555555555,5.55555555555555,2.113047132237853,-5.42040937875106,-0.6714440491369867,-4.112238299563884,1331.26,600.5840000000001,,,0.5551132010276054,,0.548799168809015,,,38.273837337990784
14,2016-09-25,1338.65,601.74,0.0,0.0,-0.35437504139895,,,,,,,,,5.832562219175622,-1.9567507114519,5.55555555555555,10.52631578947368,2.973907337847777,-5.335207494221322,0.0576262282599659,-4.356832138495372,1336.23,599.2,1322.6833333333334,606.9346666666667,0.18110654602875798,1.2071420471012233,0.42389853137516076,-0.8558856417274977,64.2286755722697,37.375159657283355
15,2016-09-26,1340.5,598.98,1.0,0.1381989317596,-0.45866985741349003,,,,,,,,,5.927091038890712,-1.7135881556113048,0.0,9.52380952380952,3.762058127566661,-5.427824735752438,0.798512608121305,-4.571030657946785,1339.11,599.22,1323.7433333333333,605.4233333333334,0.10380028526410079,1.2658546596394564,-0.04005206768799591,-1.0642690789365101,65.49767946330178,50.51608278894296
16,2016-09-27,1327.0,605.96,1.0,-1.00708690787019,1.1653143677585198,,,,,,,,,3.937995268320279,-0.4971084389190654,22.72727272727272,0.0,3.2597596508214792,-4.881723432271201,1.2907620166613398,-4.633169212811668,1336.69,600.9280000000001,1323.9033333333332,605.1759999999999,-0.7249250013092081,0.23390428807743815,0.837371532030447,0.12954908985156477,52.043512870854755,67.22945660160869
17,2016-09-28,1322.5,605.67,1.0,-0.33911077618687996,-0.04785794441878,,,,,,,,,1.886938119119816,0.3388819198001602,0.0,0.0,2.4700983411112247,-4.421368012936568,1.5266292815513167,-4.590808972836649,1333.4600000000003,603.246,1323.8266666666668,604.8259999999999,-0.8219219174178649,-0.10021452959603151,0.4018261206870793,0.13954426562351008,49.35188811295891,76.57934076996756
18,2016-09-29,1318.1,603.85,1.0,-0.33270321361059,-0.30049366816912004,,,,,,,,,-0.0869725977401589,0.6965104925070271,12.5,20.0,1.4722714079637171,-4.155489915019757,1.5157577068337966,-4.503745161273271,1329.35,603.24,1323.5833333333333,604.4946666666667,-0.8462782562906684,-0.41427941824592446,0.10112061534381235,-0.10664555077409466,47.60996119587883,50.08419302099958
19,2016-09-30,1322.5,609.39,1.0,0.33381382292694,0.9174463856918,,,,,,,,,-0.7856646525391184,1.6733722075084838,34.615384615384606,40.74074074074074,1.0247172989968476,-3.457887531580468,1.4175496252664068,-4.29457363533471,1326.1200000000001,604.77,1324.3633333333332,604.4286666666667,-0.27297680451242107,-0.14069653594556608,0.7639267820824454,0.8208302496131278,59.312987357660006,72.07327723687632
20,2016-10-01,1322.5,614.82,0.0,0.0,0.8910549894156501,,,,,,,,,-1.208252515931855,2.9692947144836737,32.14285714285714,32.14285714285714,0.6623918028089975,-2.438764438782414,1.266518060774925,-3.9234117960242503,1322.52,607.938,1325.3066666666666,604.8093333333334,-0.0015122644648082305,-0.21177488480653145,1.13202333132656,1.6551772790102466,61.68297131771251,89.51432678380802
21,2016-10-02,1322.5,612.98,0.0,0.0,-0.29927458443121996,,,,,,,,,-1.4328770151970684,3.4625874902177145,32.14285714285714,31.03448275862069,0.3709699262767572,-1.7592946146381792,1.0874084338752914,-3.4905883597470364,1321.6200000000001,609.342,1326.25,605.2053333333333,0.06658494877497932,-0.2827521206409048,0.597037460079895,1.284632873911668,61.68297131771251,73.63222479285183
22,2016-10-03,1313.3,611.85,1.0,-0.69565217391304,-0.18434532937453002,,,,,,,,,-2.6926259232755143,3.5096774228212557,41.37931034482758,43.33333333333333,-0.5954827681719053,-1.297039970483752,0.750830193465852,-3.0518786818943795,1319.7800000000002,610.578,1326.5799999999997,605.2233333333334,-0.49099092272956435,-1.0010704216858197,0.20832719161189042,1.0949126217869984,53.697314062633275,69.75587987591891
23,2016-10-04,1283.3,609.62,1.0,-2.284321937105,-0.3644684154613,,,,,,,,,-7.183810413381446,3.126229400476313,35.483870967741936,50.0,-3.739051314897552,-1.0979853065966836,-0.1471461082068286,-2.66110000683484,1312.8200000000002,611.732,1324.4766666666667,605.1853333333332,-2.248594628357292,-3.108900874055921,-0.34524922678558034,0.7327782783896678,33.35547395195097,68.07605149298979
24,2016-10-05,1269.4,607.18,1.0,-1.08314501675367,-0.40024933565171994,,,,,,,,,-11.39365867869362,2.459100779847104,50.0,50.0,-7.26818278239034,-1.1241620194304005,-1.571353443043531,-2.3537124093539523,1302.2,611.2900000000001,1321.5166666666667,605.0866666666666,-2.518814314237441,-3.9437010505605854,-0.6723486397618359,0.34595595121360506,29.256448369022188,41.64990412631212
25,2016-10-06,1254.5,612.08,1.0,-1.17378288955412,0.80700945353932,,,,,,,,,-15.308150520988107,2.580377157431882,48.48484848484848,55.88235294117647,-11.138947518661098,-0.7409766859590263,-3.4848722581670444,-2.0311652646749674,1288.6,610.742,1316.743333333333,605.9666666666667,-2.646282787521334,-4.727066525240287,0.21907777752309146,1.008856372737776,17.286076820898238,39.26390079281275
26,2016-10-07,1258.75,617.21,1.0,0.33878039059386,0.8381257351980099,,,,,,,,,-16.3532076528006,3.212927929699207,57.14285714285714,55.55555555555556,-13.705627041167418,-0.0230853086129627,-5.529023214767119,-1.6295492734625665,1275.85,611.588,1311.3866666666665,607.2860000000001,-1.3402829486224799,-4.0138174349797575,0.9192462899860807,1.6341559001854113,10.448095023859876,63.41593887613223
27,2016-10-08,1258.75,614.74,0.0,0.0,-0.40018794251551004,,,,,,,,,-16.050152950842474,3.155424828110735,56.75675675675676,56.75675675675676,-15.560368809043666,0.342591244106643,-7.5352923336224285,-1.2351211699487246,1264.94,612.1659999999999,1306.06,608.6633333333334,-0.48935127357819774,-3.6223450683735776,0.4204741851066654,0.9983625321058598,10.49353607921959,58.54488449122635
28,2016-10-09,1258.75,615.65,0.0,0.0,0.1480300614894,,,,,,,,,-14.881432951806769,3.0926392905067326,56.75675675675676,47.36842105263157,-16.83618792850166,0.6977783866179834,-9.395471452598274,-0.8485412586353829,1260.03,613.3720000000001,1300.7333333333333,609.448,-0.10158488289961133,-3.227666444569731,0.37138962978419393,1.0176421942479092,10.49353607921959,69.13801288345883
29,2016-10-10,1259.5,617.54,1.0,0.059582919563049994,0.30699260943717,,,,,,,,,-13.1017526572268,3.147868016538502,46.15384615384615,45.0,-17.584066863365024,1.118876251701181,-11.033190534751624,-0.45505775656807,1258.05,615.444,1295.4566666666665,610.5013333333334,0.11525774015341564,-2.775597794342779,0.34056713527144694,1.1529322349282205,11.178474924573049,83.99469616695863
30,2016-10-11,1253.45,614.77,1.0,-0.48034934497815995,-0.44855393982575,,,,,,,,,-11.870486750893155,2.672215360882188,29.268292682926827,0.0,-18.452244754059848,1.2150768439832973,-12.51700137861327,-0.1210308364577966,1257.84,615.982,1289.6533333333332,611.554,-0.3490110029892413,-2.8072143418386197,-0.1967589962044328,0.5258734306373612,9.007719762309227,60.374166365487206
31,2016-10-12,1256.5,635.01,1.0,0.24332841357851,3.29228817281259,,,,,,,,,-9.858964630002069,4.8195494078015,0.0,0.0,-18.67885427236456,2.891187543418141,-13.749371957363527,0.4814128395173909,1257.3899999999999,619.542,1284.9533333333334,613.4906666666666,-0.07078153953823975,-2.2143476027663813,2.496683033595779,3.5076871585115246,13.24592512003793,81.5332431343737
32,2016-10-13,1261.05,635.96,1.0,0.36211699164345,0.14960394324499,,,,,,,,,-7.249916777251624,6.025283707077277,0.0,2.27272727272727,-18.280569943145792,4.247215156440689,-14.65561155451998,1.2345733029020505,1257.85,623.7860000000001,1280.8566666666666,615.5100000000001,0.25440235322177096,-1.5463608990857642,1.9516308477586828,3.3224480512095544,18.1063766594194,89.6776626866892
33,2016-10-14,1251.75,634.02,1.0,-0.7374806708695,-0.30505063211523004,,,,,,,,,-6.15434723236428,6.1950360047751,4.444444444444439,2.1739130434782603,-18.502078574747657,5.106470805886488,-15.424904958565516,2.008952803498938,1256.45,627.46,1276.4333333333334,617.5213333333334,-0.37406979983286603,-1.9337737967774835,1.045484971153531,2.6717565493013935,17.165832561080137,83.26249054339397
34,2016-10-15,1251.75,637.94,0.0,0.0,0.61827702596133,,,,,,,,,-4.863792586536562,6.4403794380035455,0.0,0.0,-18.464775325150868,6.034189952251154,-16.032879031882587,2.814000233249381,1254.9,631.5400000000001,1271.7166666666667,619.4246666666666,-0.25101601721253414,-1.5700562232153412,1.0133958260759377,2.9891178588303187,13.458513524561772,84.34482763999614
35,2016-10-16,1251.75,641.42,0.0,0.0,0.5455058469448301,,,,,,,,,-3.50759249685445,6.649402150704997,0.0,4.16666666666666,-18.22512434241662,6.969876577440004,-16.471328093989396,3.645175502087506,1254.56,636.8700000000001,1267.0,621.198,-0.22398291034306414,-1.2036306235201262,0.714431516636023,3.255322779532449,13.458513524561772,93.78807419404944
36,2016-10-17,1254.8,638.97,1.0,0.24365887757139001,-0.38196501512268,,,,,,,,,-1.784059102342745,6.0526695980211205,2.04081632653061,0.0,-17.58636503295361,7.428094000850706,-16.694335481782236,4.401759201840146,1254.22,637.662,1262.4866666666667,622.9306666666666,0.04624388065888976,-0.6088513146013469,0.2051243448723607,2.574818385352686,16.19625111661858,65.6561287135202
37,2016-10-18,1258.2,636.29,1.0,0.27095951546063,-0.4194250121289,,,,,,,,,0.1280998189082609,4.93903557783379,1.9607843137254901,3.84615384615384,-16.614273094964574,7.488656437986265,-16.678323004418704,5.01913864906937,1253.65,637.728,1258.8133333333333,624.56,0.3629402145734419,-0.04872313607523728,-0.22548798233729556,1.8781221980274143,20.864660317828,51.262919988366484
38,2016-10-19,1269.05,629.25,1.0,0.86234302972499,-1.10641374216158,,,,,,,,,3.0088382611750646,2.992049177755584,3.84615384615384,3.84615384615384,-14.797799091184288,6.8891693851666105,-16.30221822177182,5.393144796288818,1257.1100000000001,636.774,1257.8633333333332,625.8686666666667,0.949797551526901,0.8893387993926255,-1.1815809062555946,0.540262440575913,40.65850447000385,37.888655226974194
39,2016-10-20,1271.65,627.72,1.0,0.20487766439462998,-0.24314660309892,,,,,,,,,5.2858013093586536,1.3212490649803923,3.7735849056603703,3.7037037037037,-12.998592403422665,6.218925461901563,-15.64149305810199,5.558300929411367,1261.09,634.7299999999999,1258.0133333333333,627.2379999999999,0.8373708458555832,1.0839842714968657,-1.1044065980810547,0.07684483401836059,51.94921371930042,20.2304729818569
40,2016-10-21,1266.05,631.92,1.0,-0.44037274407266996,0.6690881284649,,,,,,,,,6.0063103751137135,0.6394823027169778,0.0,0.0,-11.88754907365592,5.957977368609477,-14.890704261212775,5.638236217250988,1263.95,632.8299999999999,1258.7833333333333,628.5606666666666,0.16614581272992673,0.5772770002780451,-0.1437984924861287,0.5344485443462882,60.92692861073055,23.726205448368866
41,2016-10-22,1266.05,655.48,0.0,0.0,3.7283200405114596,,,,,,,,,6.414562200856494,3.082924257536643,1.75438596491228,1.75438596491228,-10.881602885677466,7.56506387821139,-14.088883986105714,6.023601749443069,1266.2,636.132,1259.27,631.112,-0.011846469752021083,0.5384071724094096,3.041507108587537,3.861121322364343,57.53718404676442,71.3124803043186
42,2016-10-23,1266.05,653.25,0.0,0.0,-0.34020870201989,,,,,,,,,6.591075917890066,4.058355518292215,1.75438596491228,1.72413793103448,-9.969461537424422,8.560073948375702,-13.264999496369455,6.530896189229595,1267.77,639.524,1259.756666666667,633.6793333333334,-0.13567129684406692,0.4995673767685081,2.1462837985751904,3.0884180116336375,57.53718404676442,72.2405149834048
43,2016-10-24,1265.55,651.39,1.0,-0.03949291102247,-0.28473019517795,,,,,,,,,6.534247478103499,4.100507655666977,3.38983050847457,6.66666666666666,-9.181094822554767,9.093713474021456,-12.448218561606518,7.043459646187968,1267.07,643.952,1260.21,636.062,-0.11996180163684579,0.4237389006594074,1.155055035157898,2.4098279727447913,56.96112255597351,83.51369207103053
44,2016-10-25,1269.4,655.31,1.0,0.30421555845285003,0.60179001826861,,,,,,,,,6.87446453919787,4.283875141771276,3.27868852459016,3.2258064516128995,-8.15167822460785,9.720881609795017,-11.588910494206784,7.578944038909377,1266.6200000000001,649.4699999999999,1260.87,638.5799999999999,0.21948177038101185,0.6765170080975993,0.8991947280089969,2.6198753484293307,59.474424598481136,88.88827054151093
45,2016-10-26,1270.5,651.45,1.0,0.08665511265162999,-0.5890341975553399,,,,,,,,,7.079041841427053,3.5433745790513638,3.2258064516128995,3.2258064516128995,-7.164509343314876,9.79355315081648,-10.704030264028402,8.021865861290797,1267.51,653.376,1262.0066666666667,641.0253333333334,0.23589557478836531,0.6730022556669013,-0.294776667646184,1.6262487805994146,67.92660128442267,78.1032668317842
46,2016-10-27,1266.25,682.22,1.0,-0.33451397087760004,4.7233095402563405,,,,,,,,,6.488894919199353,6.674565013338626,0.0,1.5625,-6.648470939528806,12.193468994627436,-9.892918399128485,8.856186487958125,1267.55,658.7239999999999,1262.6566666666665,644.1726666666667,-0.10256005680248942,0.284585147189667,3.566895998931282,5.90638741786622,60.07241441928913,81.43508783092358
47,2016-10-28,1273.0,687.68,1.0,0.53307008884501,0.8003283398317099,,,,,,,,,6.820765826181958,8.822651354577424,6.15384615384615,0.0,-5.62993975776476,14.370343584569014,-9.04032267085574,9.959017907280302,1268.94,665.61,1263.4533333333334,647.6206666666666,0.31995208599302927,0.7556010510874923,3.315755472423782,6.185616888898961,61.75461002477951,87.51621106558822
48,2016-10-29,1273.0,685.91,0.0,0.0,-0.25738715681712,,,,,,,,,6.836058058170046,9.299028834753194,1.4925373134328301,1.4925373134328301,-4.767786384499459,15.770910929001047,-8.185815413584482,11.12139651162445,1270.43,672.5139999999999,1264.87,651.08,0.20229371157796464,0.6427538007858602,1.9919287925604632,5.349573017140739,75.471671388761,87.85944268601146
49,2016-10-30,1273.0,698.0,0.0,0.0,1.76262191832748,,,,,,,,,6.6365425066431545,10.450470365821054,1.4925373134328301,2.94117647058823,-4.03797634693251,17.65294049026261,-7.356247600254087,12.42770530735208,1271.15,681.052,1266.2866666666666,655.0840000000001,0.1455375054084812,0.530159047714317,2.488503080528356,6.55122091212729,75.471671388761,89.59234551962861
50,2016-10-31,1272.0,702.0,1.0,-0.07855459544383,0.5730659025787901,,,,,,,,,6.170087182379815,10.908279961652449,0.0,4.28571428571428,-3.4999431112667025,19.24538028338486,-6.58498670245661,13.791240302558638,1271.45,691.162,1267.6366666666665,659.1226666666666,0.04325769790396433,0.34421009174554157,1.5680838935010843,6.505212990197073,73.72729204589986,96.82892371177806
51,2016-11-01,1288.45,697.01,1.0,1.29323899371069,-0.71082621082621,,,,,,,,,7.773945129394097,9.735031590860892,2.8169014084507,2.8169014084507,-1.7262709965852991,19.875635046846696,-5.613243561282348,15.00811925141625,1275.8899999999999,694.1200000000001,1269.88,662.992,0.9844108818158441,1.4623428985415894,0.4163545208321144,5.130981972633158,79.92636762882124,76.40937571965696
52,2016-11-02,1303.75,733.33,1.0,1.18747332065659,5.21082911292521,,,,,,,,,10.426859422141868,12.85139858215716,2.8169014084507,2.8169014084507,0.90354357755632,23.040243365264477,-4.309886133514614,16.614544074185893,1282.04,703.25,1272.9166666666667,669.4613333333333,1.6933949018751393,2.4222585924713522,4.27728403839318,9.540307032918019,83.35570959658813,88.6289602446289
53,2016-11-03,1301.0,686.17,1.0,-0.21093000958772,-6.43093832244693,,,,,,,,,11.270649172260333,7.808760183577796,2.8169014084507,2.8169014084507,2.7342695991480923,21.49501918892201,-2.901054986982073,17.590639097133117,1287.6399999999999,703.302,1275.0466666666666,673.256,1.037557081171766,2.0354810542882125,-2.4359379043426665,1.9181410934325112,76.58027307075277,51.377807204555594
54,2016-11-04,1302.8,683.69,1.0,0.13835511145272,-0.36142646865935,,,,,,,,,11.491334506086922,3.601507404982321,6.94444444444444,9.58904109589041,4.281029079322252,19.84158122524707,-1.4646381737212084,18.040827522755908,1293.6,700.4399999999999,1277.1233333333332,676.9873333333334,0.711193568336429,2.010507990614329,-2.391354006053322,0.9900726847671232,76.24500670559236,43.53019923189977
55,2016-11-05,1302.8,704.79,0.0,0.0,3.08619403530838,,,,,,,,,11.05396670791535,3.139841753448806,9.58904109589041,9.58904109589041,5.444091018725885,20.00322861866141,-0.0828923352317896,18.433307741937007,1299.7599999999998,700.9979999999999,1279.5733333333335,681.8453333333333,0.2338893334154145,1.8151883961320276,0.5409430554723452,3.3650837726639837,84.22699302135987,52.51209299683054
56,2016-11-06,1302.8,712.0,0.0,0.0,1.0229997587933999,,,,,,,,,10.20187727179598,3.2700277900605528,9.58904109589041,9.58904109589041,6.293280959640697,20.47707511072485,1.1923423237427078,18.842061215694574,1302.6299999999999,703.9959999999999,1282.0233333333335,685.6133333333332,0.013050520869323812,1.6206153294141614,1.1369382780584172,3.848622158262204,84.22699302135987,57.843834704317466
57,2016-11-07,1283.05,709.96,1.0,-1.51596561252686,-0.28651685393257,,,,,,,,,6.590466421028304,2.5762705961489587,10.81081081081081,20.0,5.311383836885398,20.45223033828768,2.0161506263712456,19.1640950402132,1298.49,699.3219999999999,1283.1566666666665,689.394,-1.1890734622523127,-0.00831283267565948,1.5211876646237568,2.9831997377406867,61.9140179830439,36.72833470291127
58,2016-11-08,1282.35,708.97,1.0,-0.05455749970773,-0.13944447574510999,,,,,,,,,3.855314474234837,1.5305948984652318,25.0,24.67532467532467,4.425722172768019,20.12071685175397,2.4980649356506004,19.355419402521356,1294.7599999999998,703.882,1284.2766666666664,693.2326666666667,-0.9584787914362397,-0.15001959598527626,0.7228484319815082,2.2701372987808854,61.75145513191052,83.91964305153424
59,2016-11-09,1281.4,720.93,1.0,-0.07408273872186,1.6869543140048098,,,,,,,,,1.7720699437255965,1.9685485058770809,24.67532467532467,24.67532467532467,3.6056086504790974,20.585762218694526,2.7195736786163,19.601487965755982,1290.48,711.33,1285.0766666666668,697.6073333333334,-0.7036141590725875,-0.28610484977550493,1.3495845809961493,3.343237026369167,58.80804662262632,93.15406882606412
60,2016-11-10,1267.5,721.5,1.0,-1.0847510535352,0.07906454163373,,,,,,,,,-1.4502809258460507,1.855200865254972,29.48717948717949,36.708860759493675,1.8131480999625185,20.760988506540343,2.538288562885544,19.833388073912857,1283.42,714.6719999999999,1284.8766666666668,702.2773333333333,-1.240435710835118,-1.352399581801634,0.9554033178856999,2.737190245828809,48.45347642455071,86.75073135500854
61,2016-11-11,1236.45,715.45,1.0,-2.44970414201183,-0.83853083853083,,,,,,,,,-7.4033210086741565,0.5530759064783979,30.0,38.271604938271594,-2.0887870675358045,20.179060515461856,1.6128734368012738,19.902522562222657,1270.15,715.362,1282.89,704.4926666666667,-2.653229933472428,-3.619951827514444,0.012301464153824096,1.5553509428534475,36.564822693216534,58.27462239014349
62,2016-11-12,1236.45,703.71,0.0,0.0,-1.6409252917744002,,,,,,,,,-10.775885400862592,-2.1533976889868427,37.80487804878049,37.80487804878049,-5.122054938737847,18.55664900660588,0.2658877616934496,19.633347851099305,1260.83,714.1120000000001,1280.4533333333336,705.5613333333333,-1.933646883402194,-3.4365433075785825,-1.456634253450445,-0.2623915520691733,32.38368849708298,40.2748299271692
63,2016-11-13,1236.45,702.28,0.0,0.0,-0.20320870813262,,,,,,,,,-12.32970180137677,-4.27738372822332,37.80487804878049,38.55421686746988,-7.440175864167031,16.959983020959726,-1.2753249634786463,19.098674885071382,1251.65,712.774,1278.0166666666667,706.6526666666667,-1.2143969959653294,-3.2524354142486356,-1.4722759247671813,-0.6187858438705048,32.38368849708298,39.69755948237157
64,2016-11-14,1213.6,706.46,1.0,-1.8480326741882098,0.5952041920601501,,,,,,,,,-15.55047392445773,-5.199151783200904,45.23809523809524,44.70588235294118,-10.994371166264727,15.84920502057082,-3.2191342040358624,18.448780912171276,1238.09,709.88,1274.0566666666668,707.2166666666667,-1.9780468301981287,-4.745210181650758,-0.48177156702540697,-0.1069921994673948,26.360314078359703,20.085852734515203
65,2016-11-15,1226.95,710.91,1.0,1.10003295978906,0.62990119752001,,,,,,,,,-14.991381867369464,-5.272760834830635,37.20930232558139,37.93103448275862,-12.588747871141775,15.153305390402124,-5.093056937457045,17.789685807817442,1229.98,707.7620000000001,1271.0533333333335,707.8106666666666,-0.24634546903201457,-3.4698255515110925,0.44478228557056054,0.4378760421807716,33.94230407791172,31.350497037834373
66,2016-11-16,1229.2,711.73,1.0,0.18338155589062002,0.11534512104205,,,,,,,,,-13.475036444808945,-5.262200097416951,37.93103448275862,37.93103448275862,-13.514954715462636,14.500810746931847,-6.777436493058164,17.131910795640323,1228.5300000000002,707.018,1267.1033333333332,708.7919999999999,0.0545367227499406,-2.9913371969136846,0.6664611084866282,0.4145080644251208,26.497128930205925,42.091849225236835
67,2016-11-17,1226.75,736.96,1.0,-0.19931662870159,3.54488359349753,,,,,,,,,-12.007366196650985,-2.071865012142148,43.18181818181818,48.31460674157303,-14.282040365965033,15.836995163051483,-8.278357267639539,16.872927669122557,1226.5900000000001,713.668,1261.97,709.034,0.013044293529203275,-2.790874584974288,3.263702449878659,3.938598149030941,16.048673392259666,96.00654419879642
68,2016-11-18,1211.0,747.52,1.0,-1.28388017118402,1.43291359096829,,,,,,,,,-12.317324945579998,1.076560338004633,35.55555555555555,34.06593406593406,-15.976685358627035,17.545777880375454,-9.818022885837038,17.007497711373137,1221.5,722.716,1255.97,713.124,-0.8595988538681948,-3.5804995342245456,3.4320535314009892,4.823284590057263,14.314951842697562,100.0
69,2016-11-19,1211.0,748.98,0.0,0.0,0.1953125,,,,,,,,,-11.686888476338638,2.8697366384611485,27.173913043478258,27.173913043478258,-17.12232818354869,18.801083110411355,-11.27888394537937,17.36621479118078,1220.98,731.22,1249.85,717.4766666666667,-0.8173762059984617,-3.108373004760564,2.428817592516615,4.390851270424589,13.104484063267066,100.0
70,2016-11-20,1211.0,729.06,0.0,0.0,-2.65961707922775,,,,,,,,,-10.473442241443752,0.984083810225158,27.173913043478258,36.55913978494624,-17.824785346281715,17.981267172571506,-12.58806422555984,17.489225267458927,1217.7900000000002,734.85,1243.7299999999998,719.0946666666666,-0.5575673966776037,-2.6316001061323435,-0.7879159012043379,1.3858166101449767,13.104484063267066,66.53758146883925
71,2016-11-21,1214.25,738.53,1.0,0.26837324525185,1.29893287246591,,,,,,,,,-8.519501728728383,0.6404205451771645,44.68085106382978,41.05263157894737,-17.912752806015078,17.889488108194655,-13.653001941650889,17.569277835606073,1214.8,740.2099999999999,1237.8266666666666,720.8633333333333,-0.04527494237734232,-1.9046824003360674,-0.2269626187163035,2.4507650548647635,15.422139616854938,70.87476772900933
72,2016-11-22,1212.25,736.97,1.0,-0.16471072678608,-0.21123041718006,,,,,,,,,-6.854530341171333,-0.128015450519932,52.083333333333336,49.48453608247423,-17.93708340488297,17.489268179031114,-14.509818234297304,17.55327590429108,1211.9,740.2120000000001,1233.1066666666666,722.664,0.028880270649386006,-1.691391931490104,-0.4379826320027337,1.9796198509957657,17.814478499075406,50.48561059233387
73,2016-11-23,1185.35,741.63,1.0,-2.21901422973809,0.63231881894784,,,,,,,,,-8.620456551314618,-0.3282245688994578,49.48453608247423,49.48453608247423,-19.89760357886894,17.34813554872892,-15.58737530321163,17.512247833178648,1206.77,739.0339999999999,1226.64,724.8413333333334,-1.7749861199731576,-3.366105784908383,0.35126935973177387,2.3161850593509086,14.268945194803479,42.55331207945264
